"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"02446","Brookline","MA","Boston","Norfolk",58,,,,,,,,,,,,3300,3500,3500,3500,3600,3600,3600,3600,3600,3600,3700,3700,3700,3750,3795,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3900,4000,4000,4100,3995,4000,3900,3800,3700,3700,3800,3950,4000,4000,4000,4000,4000,4000,4000,3950,3800,3800,4000,4150,4200,4200,4150,4150,4000,4000,4000,3950,3900,3850,3800,4100,4450,4450,4200,4200,4200,4100,4100,4200,4200,4200
"02840","Newport","RI","Providence","Newport",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2285,2350,2400,2375,2500,2725,2750,2600,2600,2400,2600,2400,2400,2400
"77389","The Woodlands","TX","Houston","Montgomery",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2500,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200
"02125","Boston","MA","Boston","Suffolk",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2700,2800,2900,2900,2800,3000,2800,2750,2650,2500,2400,2600,3000,3000,3000,3200,3200,3200,3100,3100,3025,2995
"89081","North Las Vegas","NV","Las Vegas","Clark",62,,,,,,,,,,,,,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1235,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1250,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400
"02143","Somerville","MA","Boston","Middlesex",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3400,3500,3450,3400,3400,3400,3400,3400,3200,3200,3200,3200,3500,3400,3550,3600,3575,3500,3300,3375,3000,3000,3000,3000,3525,3600,3600,3800,3600,3800,3600,3200,3200,3000,3000,3400,3600,3725,3765,3800,3800,3500,3500,3800
"02145","Somerville","MA","Boston","Middlesex",64,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2500,2600,2600,2600,2400,2400,2400,2600,2600,2800,2825,2900,2875,2900,2850,2600,2600,2600,2600,2700,2900,2950,2875,2950,2900,2875,2800,2800,2800,2800,2800,2900,3000,3000,3200,3175,3200,3187.5,3175,2950,2900,2900,3100,3325,3400,3475,3475,3475,3475,3475,3300,3300
"02144","Somerville","MA","Boston","Middlesex",65,,,,,,,,,,,,,,,,3000,3200,3000,3000,3000,3000,3000,3000,3000,3000,3000,3350,3350,3300,3375,3350,3250,3200,3250,3200,3200,3200,3200,3200,3300,3225,3425,3500,3400,3200,3225,3200,3200,3200,3200,3350,3600,3600,3700,3700,3600,3400,3500,3500,3500,3400,3400,3700,3700,3750,3900,4000,3750,3400,3350,3400,3400,3500,3700,4000,4100,4000,4000,3900,3800,3600,3600
"33579","Riverview","FL","Tampa","Hillsborough",66,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1390,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1580,1550,1572,1500,1595,1597,1599.5,1625,1645,1657.5,1639,1650,1657.5,1595
"02134","Boston","MA","Boston","Suffolk",67,,2600,2825,2800,2800,2700,2700,2700,2750,2600,2600,2800,3000,3000,3000,2950,2900,2800,2800,2800,2800,2800,2800,2950,3000,3050,3050,3000,3000,3000,3000,3000,3000,2995,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3300,3200,3200,3200,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3570,3500,3250
"02445","Brookline","MA","Boston","Norfolk",68,,,,,,,,,,,,,,3000,3200,3200,3200,3200,3200,3200,3200,3100,3100,3100,3100,3200,3250,3250,3200,3300,3400,3300,3300,3200,3200,3200,3200,3400,3400,3475,3500,3700,3800,3700,3600,3400,3347.5,3400,3500,3600,3600,3600,3600,3600,3500,3400,3500,3400,3400,3400,3450,3795,3800,3800,3800,3750,3650,3600,3650,3450,3600,3400,3800,3800,3800,3875,4000,4000,4000,3950,3885,3800
"33185","Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2525,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2600,2500,2550,2600
"02120","Boston","MA","Boston","Suffolk",70,,,,,,,,,,,,3500,3400,3400,3400,3250,3250,3300,3300,3400,3400,3400,3400,3500,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3725,3800,3800,3800,3800,3900,3900,3825,3887.5,3800,3700,3800,3900,4000,4000,4000,3950,3900,3950,3900,3900,3700,3600,3600,3750,4000,4100,4100,4100,4000,4000,3900,3800,3725,3600,3537.5,3775,3925,4200,4200,4200,4100,4000,4000,3900,3800,3800,3900
